lemma,frequency,hdbscan_cluster,hdbscan_label,leiden_cluster,leiden_label,in_agwn,agwn_semfields,agwn_gloss
τιμήεις,9,73,Music (3); Life Sciences; Biology (2); Psychology (2),24,Religion (11); Psychology (10); Law (10),True,,
κυβερνήτης,9,66,Athletic & Outdoor Sports & Games (5); Transportation; Ground Transportation (5); Law (4),21,Psychology (20); Athletic & Outdoor Sports & Games (16); Economics (15),True,"Arts & Recreation; Athletic & Outdoor Sports & Games; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Dialectology & historical linguistics; Furniture; Geography & Travel; History & Geography; Human figures; Internal Commerce (Domestic Trade); News Media, Journalism & Publishing; Philosophy & Psychology; Political Science; Production; Public Administration; Secondary education; Transportation; Ground Transportation; Water, Air & Space Transportation",directs the work of other
λαῖτμα,9,144,Psychology (9); Athletic & Outdoor Sports & Games (7); Transportation; Ground Transportation (7),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,Geography & Travel; Psychology,a deep wide chasm
θάπτω,9,23,Athletic & Outdoor Sports & Games (9); Psychology (9); Transportation; Ground Transportation (9),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Agriculture; Agriculture & related technologies; Athletic & Outdoor Sports & Games; Eating, drinking; using drugs; Economics; Mental and emotional illnesses and disturbances; Political Science; Psychology; Transportation; Ground Transportation","pass through the esophagus as part of eating or drinking: ""Swallow the raw fish--it won't kill you!"""
πέλεια,9,-1,(noise),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Animals (Zoology); Eating, drinking; using drugs; Furniture; Geography & Travel; Life Sciences; Biology; Political Science; Psychology; Religion",wild and domesticated birds having a heavy body and short legs
ἑσπέριος,9,-1,(noise),17,Psychology (31); Economics (29); Life Sciences; Biology (28),False,,
προέχω,9,151,"Eating, drinking; using drugs (8); Economics (7); Psychology (7)",39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Classical mechanics; solid mechanics; Dentistry; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Games Of Chance; Geography & Travel; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Political Science; Production; Psychology; Public Administration; Religion; Secondary education; Stage Presentations; Stocks; Transportation; Ground Transportation; Water, Air & Space Transportation","make by pounding or trampling: ""beat a path through the forest"""
τέρμα,9,79,Time (6); Human Physiology (5); Athletic & Outdoor Sports & Games (4),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,Arts & Recreation; Athletic & Outdoor Sports & Games; Ball games; Games Of Chance; Linguistics; Literature; Metrology & standardization; Money; Religion; Time,a place toward which players of a game try to advance a ball or puck in order to score points
τάφος,9,-1,(noise),32,Psychology (28); Economics (23); Law (23),True,Archaeology; Geography & Travel; Linguistics; Psychology; Religion; Sociology & anthropology; Time,concealing something under the ground
ἀμφιφορεύς,9,178,"Eating, drinking; using drugs (17); Life Sciences; Biology (13); Food & Drink (12)",33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Ball games; Eating, drinking; using drugs; Fashion design of clothing; Human Physiology; Number & quantity; Psychology",place in a jar
ἀλήθεια,9,147,Psychology (13); Life Sciences; Biology (13); Law (12),15,Psychology (39); Human Physiology (30); Law (27),True,"Animals (Zoology); Art Metalwork; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Building & Construction; Business enterprises and their structure; Chemistry; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Equestrian Sports & Animal Racing; Food & Drink; Geography & Travel; History & Geography; Human figures; Law; Life Sciences; Biology; Mathematics; Money; Numismatics & Sigillography; Personal Health & Safety; Philosophy & Psychology; Physics; Political Science; Production; Psychology; Sociology & anthropology; Sports, Games & Entertainment",the deliberate act of deviating from the truth
δόμονδε,9,95,Life Sciences; Biology (11); Animals (Zoology) (11); Psychology (11),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,,"on or to the point aimed at: ""the arrow struck home"""
δαιτυμών,9,-1,(noise),51,Life Sciences; Biology (26); Psychology (24); Law (23),True,"Astronomy; Eating, drinking; using drugs; Economics; Human anatomy, cytology & histology; Human figures; Internal Commerce (Domestic Trade); Law; Money; Number & quantity; Public Administration",any bulge or swelling of an anatomical structure or part
Δολίος,9,-1,(noise),5,Psychology (38); Economics (30); Animals (Zoology) (29),False,,
νήχω,9,144,Psychology (9); Athletic & Outdoor Sports & Games (7); Transportation; Ground Transportation (7),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,Athletic & Outdoor Sports & Games; Medicine & Health; Money; Psychology; Transportation; Ground Transportation,"overcome, usually through no fault or weakness of the person that is overcome: ""Heart disease can get the best of us"""
Δημόδοκος,9,92,Music (13); Psychology (11); Human Physiology (10),47,Music (14); Psychology (13); Human Physiology (13),False,,
Χάρυβδις,9,-1,(noise),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",False,,
Θεσπρωτοί,9,138,Human Physiology (9); Chemistry (8); Linguistics (7),10,Psychology (22); Economics (20); Athletic & Outdoor Sports & Games (19),False,,
ἅζομαι,8,135,Economics (10); Psychology (9); Animals (Zoology) (9),32,Psychology (28); Economics (23); Law (23),True,Animals (Zoology); Institutions pertaining to relations of the sexes; Psychology,love unquestioningly and uncritically
πολύφλοισβος,8,160,Meteorology (17); Human Physiology (14); Geography & Travel (12),19,Geography & Travel (41); Psychology (35); Transportation; Ground Transportation (34),True,Human Physiology; Mathematics; Meteorology; Music; Philosophy & Psychology; Psychology; Sound & related vibrations,"(meteorology) discontinuous; ""broken clouds""; ""broken sunshine"""
κλαγγή,8,160,Meteorology (17); Human Physiology (14); Geography & Travel (12),11,Psychology (39); Meteorology (29); Law (27),True,"Animals (Zoology); Geography & Travel; Life Sciences; Biology; Linguistics; Music; Sound & related vibrations; Sports, Games & Entertainment; Stocks; Transportation; Ground Transportation",a state of conflict between persons
σύμπας,8,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,,
ἀπολύω,8,9,"Human figures (4); Water, Air & Space Transportation (4); Religion (4)",24,Religion (11); Psychology (10); Law (10),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Games Of Chance; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Outdoor life; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Transportation; Ground Transportation; Water, Air & Space Transportation","convey or reveal information: ""Give one's name"""
παρέρχομαι,8,0,Psychology (9); Athletic & Outdoor Sports & Games (9); Geography & Travel (9),46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Classical mechanics; solid mechanics; Dentistry; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; History & Geography; Hunting; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Outdoor life; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Textiles; Transportation; Ground Transportation; Water, Air & Space Transportation","increase suddenly and significantly: ""Prices jumped overnight"""
ἐρέτης,8,33,Religion (2); Sociology & anthropology (2); Number & quantity (2),24,Religion (11); Psychology (10); Law (10),True,"Astronomy; Geology, Hydrology & Meteorology; History & Geography; Human figures; Time",a unit of geological time
πλοῦτος,8,98,"Eating, drinking; using drugs (8); Life Sciences; Biology (6); Chemistry (5)",35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,"Art Metalwork; Arts & Recreation; Chemistry; Eating, drinking; using drugs; Economics; Public Finance","the state of being rich and affluent; having a plentiful supply of material goods and money: ""great wealth is not a sign"
μηνίω,8,48,(no shared semfield),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,,be fond of; be attached to
μείρομαι,8,-1,(noise),50,"Psychology (23); Medicine & Health (23); Eating, drinking; using drugs (20)",True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Architecture; Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Bowling; Building & Construction; Business enterprises and their structure; Card games; Chemistry; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Higher Education; Human Physiology; Human figures; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Money; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Number & quantity; Pharmacology & therapeutics; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Public Finance; Religion; Science; Secondary education; Social, folk, national dancing; Sociology & anthropology; Stage Presentations; Stocks; Taxes and taxation; Time; Transportation; Ground Transportation; Water, Air & Space Transportation","transfer to another; of rights or property: ""Our house passed under his official control"""
σκηπτοῦχος,8,-1,(noise),8,Psychology (31); Human Physiology (23); Medicine & Health (21),True,,
μάρτυρος,8,-1,(noise),48,Psychology (14); Medicine & Health (14); Law (12),True,Grammar; Human figures; Law; Linguistics,a person who attests to the genuineness of a document or signature by adding their own signature
μινυνθάδιος,8,60,Law (3); Human Physiology (3); Food & Drink (3),9,Psychology (30); Life Sciences; Biology (26); Economics (25),True,"Animals (Zoology); Astronomy; Athletic & Outdoor Sports & Games; Ball games; Christianity & Christian Theology; Classical mechanics; solid mechanics; Economics; Fashion design of clothing; Folklore; Food & Drink; Human Physiology; Human anatomy, cytology & histology; Human figures; Law; Life Sciences; Biology; Mathematics; Medicine & Health; Meteorology; Metrology & standardization; Music; Philosophy & Psychology; Physics; Plants (Botany); Psychology; Sociology & anthropology; Sound & related vibrations; Statistical mathematics; Time; Transportation; Ground Transportation","infinitely or immeasurably small: ""two minute whiplike threads of protoplasm""; ""reduced to a microscopic scale"""
καταρρέζω,8,-1,(noise),7,Economics (15); Athletic & Outdoor Sports & Games (14); Life Sciences; Biology (14),True,Athletic & Outdoor Sports & Games; Games Of Chance; Life Sciences; Biology,strike a ball with a smooth blow
διαπράσσω,8,41,Law (7); Mathematics (7); Psychology (7),49,Psychology (22); Economics (20); Music (18),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Card games; Chemistry; Chess; Classical mechanics; solid mechanics; Community planning and development; Drawing & Decorative Arts; Earth Sciences & Geology; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Engineering; Fashion design of clothing; Games Of Chance; Geography & Travel; Geometry; Higher Education; History & Geography; Hunting; Institutions pertaining to relations of the sexes; Insurance; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Literature; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Metrology & standardization; Motion pictures, radio, television; Music; News Media, Journalism & Publishing; Philosophy & Psychology; Photography, computer art, cinematography, videography; Physics; Political Science; Production; Psychology; Religion; Secondary education; Sociology & anthropology; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Transportation; Ground Transportation; Vehicular transportation","continue to live, endure or last: ""We went without water and food for 3 days""; ""The legend of Elvis lives on""; ""These su"
ὀνείδειος,8,-1,(noise),5,Psychology (38); Economics (30); Animals (Zoology) (29),True,Human Physiology; Law; Production,"not adhering to ethical or moral principles: ""base and unpatriotic motives""; ""a base, degrading way of life""; ""cheating "
δικάζω,8,-1,(noise),49,Psychology (22); Economics (20); Music (18),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Banks and banking; Building & Construction; Card games; Chemistry; Chess; Classical mechanics; solid mechanics; Drawing & Decorative Arts; Eating, drinking; using drugs; Economics; Education; Electricity & electronics; Fashion design of clothing; Games Of Chance; Geography & Travel; Higher Education; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Light & Infrared & Ultraviolet Phenomena; Linguistics; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Music; News Media, Journalism & Publishing; Outdoor life; Philosophy & Psychology; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Secondary education; Social, folk, national dancing; Stage Presentations; Stocks; Surgery & Related Medical Specialties; Transportation; Ground Transportation",have an affinity with; of signs of the zodiac
ἐριδαίνω,8,68,Psychology (13); Economics (11); Law (9),14,Psychology (35); Economics (32); Law (29),True,Athletic & Outdoor Sports & Games; Psychology,"to gain with effort: ""she achieved her goal despite setbacks."""
γέλως,8,88,Psychology (11); Human Physiology (8); Economics (8),52,Human Physiology (12); Psychology (10); Sociology & anthropology (8),True,"Animals (Zoology); Arts & Recreation; Eating, drinking; using drugs; Food & Drink; Human Physiology; Law; Life Sciences; Biology; Plants (Botany); Psychology; Sociology & anthropology; Sports, Games & Entertainment; Time",any substance that can be metabolized by an organism to give energy and build tissue
ἥλιος,8,173,Psychology (3); Physics (3); Building & Construction (3),25,Psychology (27); Life Sciences; Biology (24); Transportation; Ground Transportation (22),True,"Astronomy; Geology, Hydrology & Meteorology; Physics; Psychology; Religious mythology & social theology",(Greek mythology) ancient god of the sun; drove his chariot across the sky each day; identified with Roman Sol
οὖλος3,8,-1,(noise),12,Economics (26); Psychology (25); Transportation; Ground Transportation (25),False,,
κηρύσσω,8,19,Economics (7); Psychology (6); Linguistics (6),16,Production (11); Psychology (11); Animals (Zoology) (11),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Building & Construction; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Education; Games Of Chance; Geography & Travel; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Linguistics; Literature; Mathematics; Medicine & Health; Motion pictures, radio, television; News Media, Journalism & Publishing; Outdoor life; Philosophy & Psychology; Photography, computer art, cinematography, videography; Plants (Botany); Political Science; Production; Psychology; Public Administration; Religion; Science; Social, folk, national dancing; Sociology & anthropology; Transportation; Ground Transportation","fall sharply: ""stock prices broke"""
ἀλαλητός,8,-1,(noise),43,Psychology (34); Life Sciences; Biology (26); Economics (26),True,"Ball games; Electricity & electronics; Geology, Hydrology & Meteorology; Human Physiology; Linguistics; Managemennt of personal and family living; grooming; Medicine & Health; Meteorology; Psychology; Sound & related vibrations",a sudden very loud noise
δειδίσσομαι,8,121,Economics (7); Card games (6); Institutions pertaining to relations of the sexes (6),8,Psychology (31); Human Physiology (23); Medicine & Health (21),True,"Eating, drinking; using drugs; Medicine & Health; Psychology","lose strength or effectiveness; become or appear boring, insipid, or tiresome (to); ""the course palled on her"""
κοίρανος,8,56,Human Physiology (3); Psychology (2); Human figures (2),23,Psychology (41); Economics (31); Medicine & Health (31),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Card games; Chess; Dialectology & historical linguistics; Education; Games Of Chance; Heraldry; History & Geography; Human Physiology; Human figures; Internal Commerce (Domestic Trade); Life Sciences; Biology; Linguistics; Mathematics; Metrology & standardization; Philosophy & Psychology; Physics; Political Science; Public Administration; Religion; Secondary education; Sociology & anthropology; Time; Water, Air & Space Transportation",directs the work of other
ἀπονόσφι,8,8,Psychology (2); Human Physiology (2),18,Economics (14); Psychology (13); Athletic & Outdoor Sports & Games (12),True,,"at or to or from a great distance in space: ""he traveled far""; ""strayed far from home""; ""sat far away from each other"""
κερτομέω,8,-1,(noise),15,Psychology (39); Human Physiology (30); Law (27),True,Animals (Zoology); Athletic & Outdoor Sports & Games; Geography & Travel; Institutions pertaining to relations of the sexes; Managemennt of personal and family living; grooming; Music; Production; Psychology; Textiles; Transportation; Ground Transportation,"play in ragtime, as of a musical piece"
ἄνεω,8,-1,(noise),32,Psychology (28); Economics (23); Law (23),False,,
πολεμήιος,8,-1,(noise),8,Psychology (31); Human Physiology (23); Medicine & Health (21),False,,
ἱδρόω,8,-1,(noise),52,Human Physiology (12); Psychology (10); Sociology & anthropology (8),True,Life Sciences; Biology,"be wet with sweat or blood, as of one's face"
μέλαθρον,8,-1,(noise),39,Building & Construction (43); Athletic & Outdoor Sports & Games (37); Psychology (36),True,"Animal Husbandry; Animals (Zoology); Architecture; Astrology; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Classical mechanics; solid mechanics; Community planning and development; Games Of Chance; Geography & Travel; Geology, Hydrology & Meteorology; Geometry; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Mathematics; Medicine & Health; Motion pictures, radio, television; Music; Physics; Plants (Botany); Political Science; Religion; Sociology & anthropology; Stage Presentations; Transportation; Ground Transportation","a collection of things sharing a common attribute: ""there are two classes of detergents"""
νομός,8,-1,(noise),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,"Agriculture; Agriculture & related technologies; Animals (Zoology); Art Metalwork; Astronomy; Athletic & Outdoor Sports & Games; Ball games; Building & Construction; Business enterprises and their structure; Chemistry; Community planning and development; Drawing & Decorative Arts; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Equestrian Sports & Animal Racing; Food & Drink; Furniture; Geography & Travel; Geology, Hydrology & Meteorology; Home & Family Management; Human Physiology; Human anatomy, cytology & histology; Human figures; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Literature; Mathematics; Medicine & Health; Metrology & standardization; News Media, Journalism & Publishing; Pharmacology & therapeutics; Photography, computer art, cinematography, videography; Physics; Plants (Botany); Political Science; Production; Psychology; Public Administration; Sociology & anthropology; Transportation; Ground Transportation; Water, Air & Space Transportation",a military unit or region under the control of a single officer
Πηνέλεως,8,162,Life Sciences; Biology (3); Human Physiology (3); Psychology (3),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ποιήεις,8,138,Human Physiology (9); Chemistry (8); Linguistics (7),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,,resembling grass
Ἀθῆναι,8,-1,(noise),35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,Community planning and development; Geography & Travel; Public Administration,"an incorporated administrative district established by state charter: ""the city raised the tax rate"""
Μυκήνη,8,98,"Eating, drinking; using drugs (8); Life Sciences; Biology (6); Chemistry (5)",35,Human Physiology (26); Geography & Travel (26); Psychology (26),True,,
νῶροψ,8,-1,(noise),16,Production (11); Psychology (11); Animals (Zoology) (11),True,"Building & Construction; Photography, computer art, cinematography, videography; Time",a lamp for providing momentary light to take a photograph
ἄντομαι,8,-1,(noise),7,Economics (15); Athletic & Outdoor Sports & Games (14); Life Sciences; Biology (14),True,"Athletic & Outdoor Sports & Games; Business enterprises and their structure; Card games; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Fashion design of clothing; Fishing; Games Of Chance; Games dependent on drawing numbers or counters; Geography & Travel; Institutions pertaining to relations of the sexes; Mathematics; Music; Production; Psychology; Public Administration; Religion; Social, folk, national dancing; Stage Presentations","make a more or less disguised reference to: ""He alluded to the problem but did not mention it"""
στεῦμαι,8,102,Psychology (4); Internal Commerce (Domestic Trade) (4); Agriculture (2),1,Psychology (29); Life Sciences; Biology (23); Economics (23),True,,
ἐμβαίνω,8,171,Classical mechanics; solid mechanics (8); Life Sciences; Biology (8); Production (8),6,Psychology (19); Life Sciences; Biology (19); Athletic & Outdoor Sports & Games (18),True,"Animals (Zoology); Arts & Recreation; Astronomy; Athletic & Outdoor Sports & Games; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Electricity & electronics; Fashion design of clothing; Furniture; Games Of Chance; Geography & Travel; Institutions pertaining to relations of the sexes; Internal Commerce (Domestic Trade); Law; Life Sciences; Biology; Managemennt of personal and family living; grooming; Mathematics; Medicine & Health; Money; Music; Outdoor life; Physics; Plants (Botany); Political Science; Production; Psychology; Science; Social, folk, national dancing; Sports, Games & Entertainment; Stage Presentations; Stocks; Swimming and diving; Transportation; Ground Transportation; Vehicular transportation; Water, Air & Space Transportation","continue in a place, position, or situation: ""After graduation, she stayed on in Cambridge as a student adviser""; ""Stay "
δυώδεκα,8,49,Number & quantity (17); Music (8); Animals (Zoology) (7),22,Life Sciences; Biology (33); Animals (Zoology) (31); Human Physiology (25),True,Number & quantity,"being or denoting a numerical quantity but not order: ""cardinal numbers"""
Οἰνεύς,8,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ἀγέρωχος,8,162,Life Sciences; Biology (3); Human Physiology (3); Psychology (3),2,Psychology (26); Human Physiology (26); Human figures (21),True,Chemistry; Geometry; Human Physiology; Life Sciences; Biology; Metrology & standardization; Philosophy & Psychology; Physics; Psychology,"impressive in scale: ""an expansive lifestyle""; ""in the grand manner"""
Ἄντιφος,8,163,(no shared semfield),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
λωτός,8,-1,(noise),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,"Agriculture; Agriculture & related technologies; Architecture; Arts & Recreation; Building & Construction; Color; Community planning and development; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Geography & Travel; Human Physiology; Human anatomy, cytology & histology; Hunting; Hydraulic engineering; Internal Commerce (Domestic Trade); Life Sciences; Biology; Linguistics; Medicine & Health; Meteorology; Music; Physics; Plants (Botany); Political Science; Production; Psychology; Sound & related vibrations; Transportation; Ground Transportation; Water, Air & Space Transportation",a slender or elongated structure that supports a plant or fungus or a plant part or plant organ
ἱμάσσω,8,-1,(noise),4,Human Physiology (27); Athletic & Outdoor Sports & Games (25); Transportation; Ground Transportation (23),True,Animals (Zoology); Managemennt of personal and family living; grooming,"bind with a rope, chain, or cord: ""lash the horse"""
Πάνδαρος,8,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),False,,
ἀγρότερος,8,43,Psychology (5); Number & quantity (4); Human Physiology (4),36,Psychology (20); Economics (18); Law (16),True,Agriculture; Agriculture & related technologies; Astronomy; Human Physiology; Law; Life Sciences; Biology; Medicine & Health; Meteorology; Music; Physics; Psychology,"happening or arising without apparent external cause: ""spontaneous laughter""; ""spontaneous combustion""; ""a spontaneous a"
κεραίζω,8,-1,(noise),12,Economics (26); Psychology (25); Transportation; Ground Transportation (25),False,,
ἐνοπή,8,166,Music (6); Psychology (5); Internal Commerce (Domestic Trade) (5),11,Psychology (39); Meteorology (29); Law (27),True,"Animals (Zoology); Arts & Recreation; Athletic & Outdoor Sports & Games; Card games; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Fashion design of clothing; Furniture; Geography & Travel; Grammar; History & Geography; Human Physiology; Human anatomy, cytology & histology; Human figures; Internal Commerce (Domestic Trade); Law; Linguistics; Metrology & standardization; Money; Motion pictures, radio, television; Music; Outdoor life; Physics; Political Science; Psychology; Sound & related vibrations; Stage Presentations; Stocks; Transportation; Ground Transportation","someone who uses art to represent something: ""his paintings reveal a sensitive interpreter of nature""; ""she was famous a"
ἀθέσφατος,8,-1,(noise),34,"Life Sciences; Biology (52); Eating, drinking; using drugs (38); Psychology (35)",True,Economics; Human Physiology; Life Sciences; Biology; Linguistics; Plants (Botany); Psychology,impossible or difficult to pronounce correctly
σῶμα,8,75,"Eating, drinking; using drugs (11); Psychology (10); Life Sciences; Biology (10)",46,Life Sciences; Biology (35); Animals (Zoology) (31); Law (29),True,"Chemistry; Grammar; Human anatomy, cytology & histology; Human figures; Life Sciences; Biology; Literature; Transportation; Ground Transportation","a physical (tangible and visible) entity: ""it was full of rackets, balls and other objects"""
πρόμος,8,-1,(noise),16,Production (11); Psychology (11); Animals (Zoology) (11),True,"Animals (Zoology); Architecture; Arts & Recreation; Building & Construction; Games Of Chance; Geography & Travel; Human Physiology; Human anatomy, cytology & histology; Human figures; Institutions pertaining to relations of the sexes; Law; Life Sciences; Biology; Linguistics; Medicine & Health; Meteorology; Metrology & standardization; Music; Number & quantity; Numismatics & Sigillography; Physics; Plants (Botany); Political Science; Production; Psychology; Secondary education; Sociology & anthropology","the immediate proximity of someone or something: ""she blushed in his presence""; ""he sensed the presence of danger""; ""he "
χάρμα,8,62,Life Sciences; Biology (9); Psychology (9); Animals (Zoology) (8),38,Psychology (18); Life Sciences; Biology (16); Animals (Zoology) (13),True,Human Physiology; Institutions pertaining to relations of the sexes; Psychology,"sexual gratification: ""he took his pleasure of her"""
κάλη,8,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,,
πολυβότειρα,8,-1,(noise),20,Psychology (46); Life Sciences; Biology (38); Economics (36),True,,"(quantifier used with mass nouns) great in quantity or degree or extent; ""not much rain""; ""much affection""; ""much grain "
γνωτός,8,53,Law (5); Athletic & Outdoor Sports & Games (5); Psychology (5),36,Psychology (20); Economics (18); Law (16),True,"Human Physiology; Motion pictures, radio, television; Sound & related vibrations","apprehended with certainty: ""a known quantity""; ""the limits of the known world""; ""a musician known throughout the world"""
τηλύγετος,8,-1,(noise),2,Psychology (26); Human Physiology (26); Human figures (21),True,,
πύξ,8,150,Psychology (3); Human figures (3); Sociology & anthropology (3),53,"Economics (6); Psychology (6); Eating, drinking; using drugs (5)",True,,"so as to pass a given point: ""every hour a train goes past"""
αἶσχος,8,85,Psychology (15); Economics (14); Sociology & anthropology (11),28,Psychology (60); Economics (43); Human Physiology (33),True,Medicine & Health; Psychology; Religion; Sociology & anthropology,a feeling of righteous anger
ἀσκός,8,178,"Eating, drinking; using drugs (17); Life Sciences; Biology (13); Food & Drink (12)",33,"Eating, drinking; using drugs (37); Psychology (28); Life Sciences; Biology (28)",True,"Animals (Zoology); Architecture; Ball games; Building & Construction; Chemistry; Classical mechanics; solid mechanics; Eating, drinking; using drugs; Economics; Electric, electronic, magnetic, communications, computer engineering; lighting; Electricity & electronics; Food & Drink; Furniture; Geography & Travel; Geometry; Human anatomy, cytology & histology; Human figures; Life Sciences; Biology; Linguistics; Mathematics; Metrology & standardization; Money; Physics; Plants (Botany); Political Science; Production; Psychology; Sociology & anthropology","the act of grasping: ""he released his clasp on my arm""; ""he has a strong grip for an old man""; ""she kept a firm hold on "
κνημίς,8,190,"Production (8); Fashion design of clothing (8); Human anatomy, cytology & histology (7)",30,Animals (Zoology) (35); Psychology (33); Life Sciences; Biology (33),True,Classical mechanics; solid mechanics; Fashion design of clothing; History & Geography,a covering for the leg (usually extending from the knee to the ankle)
